"year","incident.date","incident.type","track","division","count"
"286",2010,2010-09-21,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"287",2010,2010-09-22,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"288",2010,2010-09-24,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"289",2010,2010-09-25,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"290",2010,2010-09-26,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"291",2010,2010-09-28,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"292",2010,2010-10-02,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"293",2010,2010-10-03,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"294",2010,2010-10-06,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"295",2010,2010-10-07,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"296",2010,2010-10-08,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"297",2010,2010-10-10,"EQUINE DEATH","Batavia Downs","Harness",1
"298",2010,2010-10-10,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"299",2010,2010-10-11,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"300",2010,2010-10-13,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"301",2010,2010-10-16,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"302",2010,2010-10-17,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"303",2010,2010-10-17,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"304",2010,2010-10-22,"EQUINE DEATH","Yonkers Raceway","Harness",1
"305",2010,2010-10-23,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"306",2010,2010-10-24,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"307",2010,2010-10-26,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"308",2010,2010-10-29,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"309",2010,2010-10-30,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"310",2010,2010-10-31,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"311",2010,2010-11-02,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"312",2010,2010-11-02,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"313",2010,2010-11-05,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"314",2010,2010-11-08,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"315",2010,2010-11-09,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"316",2010,2010-11-14,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"317",2010,2010-11-14,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"318",2010,2010-11-18,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"319",2010,2010-11-20,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"320",2010,2010-11-24,"EQUINE DEATH","Batavia Downs","Harness",1
"321",2010,2010-11-24,"EQUINE DEATH","Monticello Raceway & Mighty M Gaming","Harness",1
"322",2010,2010-11-27,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"323",2010,2010-11-27,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"324",2010,2010-11-28,"EQUINE DEATH","Saratoga Gaming & Raceway","Harness",1
"325",2010,2010-11-28,"EQUINE DEATH","Saratoga Gaming & Raceway","Harness",1
"326",2010,2010-11-29,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"327",2010,2010-11-30,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"328",2010,2010-12-01,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"329",2010,2010-12-02,"EQUINE DEATH","Monticello Raceway & Mighty M Gaming","Harness",1
"330",2010,2010-12-11,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"331",2010,2010-12-11,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"332",2010,2010-12-11,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"333",2010,2010-12-12,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"334",2010,2010-12-31,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"335",2011,2011-01-14,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"336",2011,2011-01-15,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"337",2011,2011-01-23,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"338",2011,2011-01-26,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"339",2011,2011-01-26,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"340",2011,2011-01-27,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"341",2011,2011-01-28,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"342",2011,2011-01-29,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"343",2011,2011-02-04,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"344",2011,2011-02-04,"EQUINE DEATH","Buffalo Raceway","Harness",1
"345",2011,2011-02-09,"EQUINE DEATH","Buffalo Raceway","Harness",1
"346",2011,2011-02-11,"EQUINE DEATH","Buffalo Raceway","Harness",1
"347",2011,2011-02-13,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"348",2011,2011-02-16,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"349",2011,2011-02-19,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"350",2011,2011-02-19,"EQUINE DEATH","Buffalo Raceway","Harness",1
"351",2011,2011-02-24,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"352",2011,2011-02-24,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"353",2011,2011-02-28,"EQUINE DEATH","Yonkers Raceway","Harness",1
"354",2011,2011-03-02,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"355",2011,2011-03-06,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"356",2011,2011-03-10,"EQUINE DEATH","Yonkers Raceway","Harness",1
"357",2011,2011-03-13,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"358",2011,2011-03-19,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"359",2011,2011-03-25,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"360",2011,2011-03-25,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"361",2011,2011-03-29,"EQUINE DEATH","Monticello Raceway & Mighty M Gaming","Harness",1
"362",2011,2011-03-30,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"363",2011,2011-03-30,"EQUINE DEATH","Buffalo Raceway","Harness",1
"364",2011,2011-04-16,"EQUINE DEATH","Buffalo Raceway","Harness",1
"365",2011,2011-04-19,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"366",2011,2011-04-22,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"367",2011,2011-04-22,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"368",2011,2011-04-26,"EQUINE DEATH","Saratoga Gaming & Raceway","Harness",1
"369",2011,2011-05-08,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"370",2011,2011-05-10,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"371",2011,2011-05-13,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"372",2011,2011-05-14,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"373",2011,2011-05-18,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"374",2011,2011-05-18,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"375",2011,2011-05-19,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"376",2011,2011-05-21,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"377",2011,2011-05-22,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"378",2011,2011-05-26,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"379",2011,2011-05-28,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"380",2011,2011-05-30,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"381",2011,2011-06-06,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"382",2011,2011-06-07,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"383",2011,2011-06-10,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"384",2011,2011-06-11,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"385",2011,2011-06-11,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"386",2011,2011-06-11,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"387",2011,2011-06-15,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"388",2011,2011-06-21,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"389",2011,2011-06-22,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"390",2011,2011-06-24,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"391",2011,2011-06-24,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"392",2011,2011-06-26,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"393",2011,2011-06-28,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"394",2011,2011-06-30,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"395",2011,2011-07-06,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"396",2011,2011-07-06,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"397",2011,2011-07-09,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"398",2011,2011-07-09,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"399",2011,2011-07-11,"EQUINE DEATH","Saratoga Gaming & Raceway","Harness",1
"400",2011,2011-07-14,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"401",2011,2011-07-14,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"402",2011,2011-07-14,"EQUINE DEATH","Saratoga Gaming & Raceway","Thoroughbred",1
"403",2011,2011-07-15,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"404",2011,2011-07-16,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"405",2011,2011-07-16,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"406",2011,2011-07-16,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"407",2011,2011-07-17,"EQUINE DEATH","Buffalo Raceway","Harness",1
"408",2011,2011-07-17,"EQUINE DEATH","Saratoga Gaming & Raceway","Thoroughbred",1
"409",2011,2011-07-19,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"410",2011,2011-07-19,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"411",2011,2011-07-21,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"412",2011,2011-07-23,"EQUINE DEATH","Saratoga Gaming & Raceway","Thoroughbred",1
"413",2011,2011-07-24,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"414",2011,2011-07-26,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"415",2011,2011-07-28,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"416",2011,2011-07-29,"EQUINE DEATH","Saratoga Gaming & Raceway","Thoroughbred",1
"417",2011,2011-08-01,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"418",2011,2011-08-04,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"419",2011,2011-08-04,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"420",2011,2011-08-05,"EQUINE DEATH","Saratoga Gaming & Raceway","Thoroughbred",1
"421",2011,2011-08-06,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"422",2011,2011-08-06,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"423",2011,2011-08-09,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"424",2011,2011-08-11,"EQUINE DEATH","Saratoga Gaming & Raceway","Thoroughbred",1
"425",2011,2011-08-12,"EQUINE DEATH","Saratoga Gaming & Raceway","Thoroughbred",1
"426",2011,2011-08-15,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"427",2011,2011-08-22,"EQUINE DEATH","Saratoga Gaming & Raceway","Thoroughbred",1
"428",2011,2011-08-23,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"429",2011,2011-08-23,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"430",2011,2011-08-25,"EQUINE DEATH","Saratoga Gaming & Raceway","Thoroughbred",1
"431",2011,2011-08-26,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"432",2011,2011-08-26,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"433",2011,2011-08-27,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"434",2011,2011-09-02,"EQUINE DEATH","Tioga Downs","Harness",1
"435",2011,2011-09-03,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"436",2011,2011-09-05,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"437",2011,2011-09-05,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"438",2011,2011-09-06,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"439",2011,2011-09-10,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"440",2011,2011-09-11,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"441",2011,2011-09-13,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"442",2011,2011-09-14,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"443",2011,2011-09-16,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"444",2011,2011-09-17,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"445",2011,2011-09-17,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"446",2011,2011-09-18,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"447",2011,2011-09-18,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"448",2011,2011-09-19,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"449",2011,2011-09-22,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"450",2011,2011-09-24,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"451",2011,2011-09-29,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"452",2011,2011-09-30,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"453",2011,2011-10-03,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"454",2011,2011-10-03,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"455",2011,2011-10-06,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"456",2011,2011-10-07,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"457",2011,2011-10-12,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"458",2011,2011-10-13,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"459",2011,2011-10-15,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"460",2011,2011-10-15,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"461",2011,2011-10-18,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"462",2011,2011-10-18,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"463",2011,2011-10-19,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"464",2011,2011-10-20,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"465",2011,2011-10-21,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"466",2011,2011-10-21,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"467",2011,2011-10-22,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"468",2011,2011-10-22,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"469",2011,2011-10-24,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"470",2011,2011-10-29,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"471",2011,2011-10-29,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"472",2011,2011-11-01,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"473",2011,2011-11-10,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"474",2011,2011-11-12,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"475",2011,2011-11-13,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"476",2011,2011-11-16,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"477",2011,2011-11-18,"EQUINE DEATH","Batavia Downs","Harness",1
"478",2011,2011-11-19,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"479",2011,2011-11-19,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"480",2011,2011-11-20,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"481",2011,2011-11-21,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"482",2011,2011-11-22,"EQUINE DEATH","Monticello Raceway & Mighty M Gaming","Harness",1
"483",2011,2011-11-23,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"484",2011,2011-11-24,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"485",2011,2011-11-24,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"486",2011,2011-11-26,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"487",2011,2011-11-26,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"488",2011,2011-11-28,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"489",2011,2011-11-29,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"490",2011,2011-11-30,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"491",2011,2011-12-02,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"492",2011,2011-12-14,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"493",2011,2011-12-15,"EQUINE DEATH","Monticello Raceway & Mighty M Gaming","Harness",1
"494",2011,2011-12-20,"EQUINE DEATH","Yonkers Raceway","Harness",1
"495",2011,2011-12-21,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"496",2011,2011-12-22,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"497",2011,2011-12-23,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"498",2011,2011-12-26,"EQUINE DEATH","Monticello Raceway & Mighty M Gaming","Harness",1
"499",2011,2011-12-30,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"500",2012,2012-01-03,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"501",2012,2012-01-08,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"502",2012,2012-01-12,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"503",2012,2012-01-14,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"504",2012,2012-01-14,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"505",2012,2012-01-15,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"506",2012,2012-01-15,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"507",2012,2012-01-20,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"508",2012,2012-01-25,"EQUINE DEATH","Monticello Raceway & Mighty M Gaming","Harness",1
"509",2012,2012-01-26,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"510",2012,2012-02-02,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"511",2012,2012-02-03,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"512",2012,2012-02-05,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"513",2012,2012-02-11,"EQUINE DEATH","Buffalo Raceway","Harness",1
"514",2012,2012-02-17,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"515",2012,2012-02-25,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"516",2012,2012-02-26,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"517",2012,2012-02-29,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"518",2012,2012-03-02,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"519",2012,2012-03-03,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"520",2012,2012-03-04,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"521",2012,2012-03-04,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"522",2012,2012-03-08,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"523",2012,2012-03-11,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"524",2012,2012-03-14,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"525",2012,2012-03-17,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"526",2012,2012-03-18,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"527",2012,2012-03-31,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"528",2012,2012-04-06,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"529",2012,2012-04-07,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"530",2012,2012-04-14,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"531",2012,2012-04-19,"EQUINE DEATH","Yonkers Raceway","Harness",1
"532",2012,2012-04-20,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"533",2012,2012-04-28,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"534",2012,2012-04-29,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"535",2012,2012-05-03,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"536",2012,2012-05-03,"EQUINE DEATH","Vernon Downs","Harness",1
"537",2012,2012-05-08,"EQUINE DEATH","Monticello Raceway & Mighty M Gaming","Harness",1
"538",2012,2012-05-09,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"539",2012,2012-05-12,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"540",2012,2012-05-12,"EQUINE DEATH","Saratoga Gaming & Raceway","Thoroughbred",1
"541",2012,2012-05-19,"EQUINE DEATH","Buffalo Raceway","Harness",1
"542",2012,2012-06-01,"EQUINE DEATH","Aqueduct Racetrack (NYRA)","Thoroughbred",1
"543",2012,2012-06-01,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"544",2012,2012-06-01,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"545",2012,2012-06-02,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"546",2012,2012-06-05,"EQUINE DEATH","Saratoga Gaming & Raceway","Thoroughbred",1
"547",2012,2012-06-06,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"548",2012,2012-06-08,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"549",2012,2012-06-09,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"550",2012,2012-06-09,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"551",2012,2012-06-11,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"552",2012,2012-06-13,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"553",2012,2012-06-14,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"554",2012,2012-06-16,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"555",2012,2012-06-18,"EQUINE DEATH","Yonkers Raceway","Harness",1
"556",2012,2012-06-19,"EQUINE DEATH","Saratoga Gaming & Raceway","Thoroughbred",1
"557",2012,2012-06-21,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"558",2012,2012-06-23,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"559",2012,2012-06-25,"EQUINE DEATH","Buffalo Raceway","Harness",1
"560",2012,2012-06-25,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"561",2012,2012-06-27,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"562",2012,2012-06-28,"EQUINE DEATH","Tioga Downs","Harness",1
"563",2012,2012-06-30,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"564",2012,2012-07-01,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"565",2012,2012-07-02,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"566",2012,2012-07-04,"EQUINE DEATH","Finger Lakes Gaming & Racetrack","Thoroughbred",1
"567",2012,2012-07-06,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
"568",2012,2012-07-07,"EQUINE DEATH","Belmont Park (NYRA)","Thoroughbred",1
